
#Start!
Ref, Vc, Il, uC

#Program Start!
Ref, Vc, Il, uC
0.0000, 0.00000, 4.0000 
0.2346, 0.01586, 4.0000 
0.5181, 0.01495, 4.0000 
0.7820, 0.01404, 4.0000 
1.0215, 0.01317, 4.0000 
1.2414, 0.01233, 4.0000 
1.4272, 0.01153, 4.0000 
1.6129, 0.01069, 4.0000 
1.7693, 0.00995, 4.0000 
1.9062, 0.00933, 4.0000 
2.0381, 0.00873, 4.0000 
2.1505, 0.00822, 4.0000 
2.2581, 0.00773, 4.0000 
2.3558, 0.00726, 4.0000 
2.4389, 0.00689, 4.0000 
2.5171, 0.00653, 4.0000 
2.5904, 0.00620, 4.0000 
2.6540, 0.00593, 4.0000 
2.7126, 0.00564, 4.0000 
2.7664, 0.00540, 4.0000 
2.8104, 0.00520, 4.0000 
2.8592, 0.00498, 4.0000 
2.8983, 0.00480, 4.0000 
2.9326, 0.00464, 4.0000 
2.9668, 0.00449, 4.0000 
2.9961, 0.00433, 4.0000 
3.0254, 0.00422, 4.0000 
3.0499, 0.00409, 4.0000 
3.0743, 0.00400, 4.0000 
3.0938, 0.00391, 4.0000 
3.1134, 0.00380, 4.0000 
3.1329, 0.00373, 4.0000 
3.1427, 0.00369, 4.0000 
3.1574, 0.00362, 4.0000 
3.1720, 0.00353, 4.0000 
3.1867, 0.00347, 4.0000 
3.1965, 0.00344, 4.0000 
3.2063, 0.00338, 4.0000 
3.2160, 0.00333, 4.0000 
3.2258, 0.00329, 4.0000 
3.2307, 0.00329, 4.0000 
3.2405, 0.00322, 4.0000 
3.2454, 0.00320, 4.0000 
3.2502, 0.00320, 4.0000 
3.2551, 0.00315, 4.0000 
3.2600, 0.00313, 4.0000 
3.2649, 0.00311, 4.0000 
3.2698, 0.00309, 4.0000 
3.2747, 0.00307, 4.0000 
3.2796, 0.00304, 4.0000 
3.2796, 0.00304, 4.0000 
3.2845, 0.00302, 4.0000 
3.2845, 0.00302, 4.0000 
3.2893, 0.00300, 4.0000 
3.2942, 0.00298, 4.0000 
3.2942, 0.00298, 4.0000 
3.2942, 0.00300, 4.0000 
3.2991, 0.00295, 4.0000 
3.2991, 0.00295, 4.0000 
3.2991, 0.00295, 4.0000 
3.3040, 0.00293, 4.0000 
3.3089, 0.00293, 4.0000 
3.3040, 0.00293, 4.0000 
3.3040, 0.00293, 4.0000 
3.3089, 0.00291, 4.0000 
3.3138, 0.00289, 4.0000 
3.3089, 0.00291, 4.0000 
3.3089, 0.00293, 4.0000 
3.3138, 0.00289, 4.0000 
3.3138, 0.00289, 4.0000 
3.3138, 0.00289, 4.0000 
3.3138, 0.00289, 4.0000 
3.3138, 0.00289, 4.0000 
3.3187, 0.00287, 4.0000 
3.3138, 0.00291, 4.0000 
3.3187, 0.00287, 4.0000 
3.3138, 0.00289, 4.0000 
3.3138, 0.00289, 4.0000 
3.3187, 0.00287, 4.0000 
3.3187, 0.00287, 4.0000 
3.3187, 0.00287, 4.0000 
3.3187, 0.00287, 4.0000 
3.3187, 0.00287, 4.0000 
3.3236, 0.00284, 4.0000 
3.3187, 0.00287, 4.0000 
3.3187, 0.00289, 4.0000 
3.3187, 0.00287, 4.0000 
3.3187, 0.00287, 4.0000 
3.3187, 0.00287, 4.0000 
3.3236, 0.00284, 4.0000 
3.3187, 0.00287, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00287, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3187, 0.00287, 4.0000 
3.3236, 0.00284, 4.0000 
3.3284, 0.00282, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3284, 0.00282, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00284, 4.0000 
3.3284, 0.00282, 4.0000 
3.3236, 0.00287, 4.0000 
3.3236, 0.00284, 4.0000 
3.3236, 0.00287, 4.0000 
